Region,State,District,Year,Quarter,Transaction_count,Transaction_amount,Latitude,Longitude
Southern Region,Karnataka,Davangere,2022,Q2,28378650,46910152646.482544,14.4679807,75.9195682
Southern Region,Karnataka,Bagalkot,2022,Q2,12292030,21543677830.77469,16.1853166,75.6967919
Southern Region,Karnataka,Vijayapura,2022,Q2,15497828,29343153102.38529,16.666667,75.916667
Southern Region,Karnataka,Koppal,2022,Q2,10029526,17390091876.711746,15.3484144,76.1547421
Southern Region,Karnataka,Bidar,2022,Q2,15103994,27016319518.501,18.083333,77.333333
Southern Region,Karnataka,Bengaluru Rural,2022,Q2,29552291,45049848699.91368,13.18077825,77.34174237
Southern Region,Karnataka,Raichur,2022,Q2,13465552,27197767201.220184,16.083333,77.166667
Southern Region,Karnataka,Chamarajanagar,2022,Q2,4177168,8011329768.322524,11.9346006,76.9328209
Southern Region,Karnataka,Dakshina Kannada,2022,Q2,26596843,43058171123.94547,12.9324457,74.9813132
Southern Region,Karnataka,Hassan,2022,Q2,15347412,29316180031.946106,13.0070817,76.0992703
Southern Region,Karnataka,Dharwad,2022,Q2,30334488,44220634322.54169,15.4540505,75.0066516
Southern Region,Karnataka,Shivamogga,2022,Q2,24024769,42192013838.99083,13.9326093,75.574978
Southern Region,Karnataka,Udupi,2022,Q2,7786229,11968816664.618942,13.3419169,74.7473232
Southern Region,Karnataka,Gadag,2022,Q2,6295591,10441830809.061962,15.4322943,75.63522438
Southern Region,Karnataka,Mysuru,2022,Q3,40705541,62142656687.51495,12.3051828,76.6553609
Southern Region,Karnataka,Chitradurga,2022,Q3,10645515,18816797147.733307,14.2266443,76.4005122
Southern Region,Karnataka,Kalaburagi,2022,Q3,20345468,34468548524.63291,17.166667,77.083333
Southern Region,Karnataka,Ramanagara,2022,Q3,15252860,24917635086.46713,12.7252766,77.2804797
Southern Region,Karnataka,Mandya,2022,Q3,14529761,27652425871.348373,12.5238888,76.8961961
Southern Region,Karnataka,Kodagu,2022,Q3,3756864,6211450943.385445,12.38217745,75.66531992
Southern Region,Karnataka,Chikkamagaluru,2022,Q3,8118417,13904227857.055336,13.5,75.5
Southern Region,Karnataka,Haveri,2022,Q3,7691043,12602269794.288483,14.7874825,75.3996731
Southern Region,Karnataka,Ballari,2022,Q3,25020296,39977029009.67139,15.2485413,76.8323648
Southern Region,Karnataka,Belagavi,2022,Q3,30506760,47452586439.87803,15.8572666,74.5069343
Southern Region,Karnataka,Kolar,2022,Q3,19634287,34773465329.38425,13.1367201,78.1337246
Southern Region,Karnataka,Uttara Kannada,2022,Q3,6851164,10582287506.903862,14.883333,74.583333
Southern Region,Karnataka,Tumakuru,2022,Q3,24310727,41225194542.91735,13.3400771,77.1006208
Southern Region,Karnataka,Yadgir,2022,Q3,5434554,10954971886.095985,16.7670964,77.1403984
Southern Region,Karnataka,Bengaluru Urban,2022,Q3,738035161,930886457807.8191,12.94514225,77.553645
Southern Region,Karnataka,Chikballapur,2022,Q3,13185890,26027691612.465057,13.4274405,77.7321433
Southern Region,Karnataka,Davangere,2022,Q3,16814000,26646939915.558224,14.4679807,75.9195682
Southern Region,Karnataka,Bagalkot,2022,Q3,12090911,19422333597.546112,16.1853166,75.6967919
Southern Region,Karnataka,Vijayapura,2022,Q3,15584088,26736978830.775085,16.666667,75.916667
Southern Region,Karnataka,Koppal,2022,Q3,9948188,15884067510.35669,15.3484144,76.1547421
Southern Region,Karnataka,Bidar,2022,Q3,15717179,25448600189.83323,18.083333,77.333333
Southern Region,Karnataka,Bengaluru Rural,2022,Q3,29738665,43852997173.89527,13.18077825,77.34174237
Southern Region,Karnataka,Raichur,2022,Q3,13272269,24600810301.99743,16.083333,77.166667
Southern Region,Karnataka,Chamarajanagar,2022,Q3,4335006,7956137338.000944,11.9346006,76.9328209
Southern Region,Karnataka,Dakshina Kannada,2022,Q3,17248777,25239674044.223103,12.9324457,74.9813132
Southern Region,Karnataka,Hassan,2022,Q3,15366670,27360185921.83621,13.0070817,76.0992703
Southern Region,Karnataka,Dharwad,2022,Q3,25927571,34230149717.13926,15.4540505,75.0066516
Southern Region,Karnataka,Shivamogga,2022,Q3,15974774,25663783169.577217,13.9326093,75.574978
Southern Region,Karnataka,Udupi,2022,Q3,7695387,11043120655.651598,13.3419169,74.7473232
Southern Region,Karnataka,Gadag,2022,Q3,6023535,9236758197.071215,15.4322943,75.63522438
Southern Region,Karnataka,Mysuru,2022,Q4,44057659,67004180524.31279,12.3051828,76.6553609
Southern Region,Karnataka,Chitradurga,2022,Q4,11603531,20575182885.91857,14.2266443,76.4005122
Southern Region,Karnataka,Kalaburagi,2022,Q4,22515278,37601225202.67351,17.166667,77.083333
Southern Region,Karnataka,Ramanagara,2022,Q4,16729830,26462503793.535507,12.7252766,77.2804797
Southern Region,Karnataka,Mandya,2022,Q4,16082429,30249005906.885826,12.5238888,76.8961961
Southern Region,Karnataka,Kodagu,2022,Q4,4395090,7370333319.586554,12.38217745,75.66531992
Southern Region,Karnataka,Chikkamagaluru,2022,Q4,9547252,16304151824.762962,13.5,75.5
Southern Region,Karnataka,Haveri,2022,Q4,8622172,14092113266.32198,14.7874825,75.3996731
Southern Region,Karnataka,Ballari,2022,Q4,27273315,44205335947.44105,15.2485413,76.8323648
Southern Region,Karnataka,Belagavi,2022,Q4,36557938,56335376307.967834,15.8572666,74.5069343
Southern Region,Karnataka,Kolar,2022,Q4,20890491,35826431858.45456,13.1367201,78.1337246
Southern Region,Karnataka,Uttara Kannada,2022,Q4,8700136,13625913466.521233,14.883333,74.583333
Southern Region,Karnataka,Tumakuru,2022,Q4,27089373,45262565516.08911,13.3400771,77.1006208
Southern Region,Karnataka,Yadgir,2022,Q4,6217448,12205110759.17209,16.7670964,77.1403984
Southern Region,Karnataka,Bengaluru Urban,2022,Q4,876647100,1092079302011.8888,12.94514225,77.553645
Southern Region,Karnataka,Chikballapur,2022,Q4,14245515,27341471911.9961,13.4274405,77.7321433
Southern Region,Karnataka,Davangere,2022,Q4,16964566,27299396607.142998,14.4679807,75.9195682
Southern Region,Karnataka,Bagalkot,2022,Q4,13610551,21729430694.885933,16.1853166,75.6967919
Southern Region,Karnataka,Vijayapura,2022,Q4,17470241,29483315553.68548,16.666667,75.916667
Southern Region,Karnataka,Koppal,2022,Q4,11035753,18160316484.484657,15.3484144,76.1547421
Southern Region,Karnataka,Bidar,2022,Q4,17395190,28937118123.55844,18.083333,77.333333
Southern Region,Karnataka,Bengaluru Rural,2022,Q4,32555311,46931010610.96648,13.18077825,77.34174237
Southern Region,Karnataka,Raichur,2022,Q4,14690606,26973026231.779526,16.083333,77.166667
Southern Region,Karnataka,Chamarajanagar,2022,Q4,5183720,9398487368.420757,11.9346006,76.9328209
Southern Region,Karnataka,Dakshina Kannada,2022,Q4,20604812,30207470651.062298,12.9324457,74.9813132
Southern Region,Karnataka,Hassan,2022,Q4,17267008,30785005624.735577,13.0070817,76.0992703
Southern Region,Karnataka,Dharwad,2022,Q4,27717085,36289207502.73111,15.4540505,75.0066516
Southern Region,Karnataka,Shivamogga,2022,Q4,17761137,28561731845.161823,13.9326093,75.574978
Southern Region,Karnataka,Udupi,2022,Q4,8818675,12891286924.60652,13.3419169,74.7473232
Southern Region,Karnataka,Gadag,2022,Q4,6661159,10329614180.904041,15.4322943,75.63522438
Southern Region,Kerala,Thiruvananthapuram,2018,Q1,172079,275202215.5887567,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2018,Q1,37597,46522871.82306546,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2018,Q1,239508,256416524.03733116,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2018,Q1,35435,44871379.63442598,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2018,Q1,32702,42622425.25359705,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2018,Q1,74941,95014765.5124121,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2018,Q1,206971,264216575.61410832,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2018,Q1,76713,93495184.4858401,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2018,Q1,148871,200502461.32188034,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2018,Q1,119324,155278345.54067275,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2018,Q1,92260,112128543.0761299,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2018,Q1,102446,132788590.21251318,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2018,Q1,390006,630357709.4293847,9.98408,76.2741457
Southern Region,Kerala,Idukki,2018,Q1,42527,53257161.57039655,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2018,Q2,241695,447463532.2875792,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2018,Q2,50723,79264188.98089561,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2018,Q2,268993,394434596.38289905,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2018,Q2,50523,75627575.41254863,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2018,Q2,43621,75694975.62729506,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2018,Q2,101141,157158524.65667993,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2018,Q2,262368,432276266.4294082,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2018,Q2,107011,158093455.3837409,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2018,Q2,194698,323326151.5548469,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2018,Q2,148865,247495543.9461293,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2018,Q2,123543,190249058.5368228,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2018,Q2,132766,219583423.4232789,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2018,Q2,521535,992297917.6619761,9.98408,76.2741457
Southern Region,Kerala,Idukki,2018,Q2,60683,93958133.15853149,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2018,Q3,341861,663088952.7638565,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2018,Q3,69573,121876096.15716684,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2018,Q3,323771,521343702.7156196,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2018,Q3,66341,108400526.62835038,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2018,Q3,52579,96212039.37300894,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2018,Q3,129138,208917711.71637464,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2018,Q3,374581,602562108.7285004,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2018,Q3,154891,237302294.1078105,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2018,Q3,265041,447258554.15207183,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2018,Q3,201468,329702201.45452887,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2018,Q3,161613,256107072.92292744,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2018,Q3,185591,294011177.4497337,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2018,Q3,731827,1317858232.2431176,9.98408,76.2741457
Southern Region,Kerala,Idukki,2018,Q3,76073,118384553.46241829,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2018,Q4,475377,937541020.9487805,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2018,Q4,99369,178991682.4763731,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2018,Q4,445963,712275700.16859,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2018,Q4,99883,188812344.16017604,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2018,Q4,82834,162973755.87261727,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2018,Q4,180730,307021229.6677927,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2018,Q4,492826,852029000.8762002,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2018,Q4,201274,339663300.07618785,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2018,Q4,369941,669618693.0635449,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2018,Q4,278099,493228367.318028,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2018,Q4,221021,387384391.7983955,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2018,Q4,244161,436012749.52668107,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2018,Q4,1012043,1886966258.0311787,9.98408,76.2741457
Southern Region,Kerala,Idukki,2018,Q4,107133,194842742.82781494,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2019,Q1,736407,1242525637.5853531,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2019,Q1,139502,225830406.45484847,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2019,Q1,695313,892807636.0664957,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2019,Q1,123465,215762682.84896186,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2019,Q1,109869,207649993.7055291,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2019,Q1,252186,388624847.98847747,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2019,Q1,705959,1018056389.0463977,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2019,Q1,267030,424402104.36782134,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2019,Q1,583045,940781808.7837638,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2019,Q1,390957,618358114.4295684,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2019,Q1,309217,493947068.763232,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2019,Q1,348566,558480707.3401135,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2019,Q1,1657527,2766048426.726511,9.98408,76.2741457
Southern Region,Kerala,Idukki,2019,Q1,149996,241755310.74257103,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2019,Q2,897152,1608596589.681378,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2019,Q2,132477,245117661.38155967,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2019,Q2,575048,950964374.0589197,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2019,Q2,121246,231047652.4079249,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2019,Q2,117101,246051815.22228175,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2019,Q2,282582,473109181.59596735,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2019,Q2,540752,968227341.5065465,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2019,Q2,285888,508491310.8754553,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2019,Q2,768852,1369632612.6536586,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2019,Q2,358416,674063610.1443211,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2019,Q2,350753,624420173.4544072,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2019,Q2,373169,682101020.9961852,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2019,Q2,2327469,4150046405.233533,9.98408,76.2741457
Southern Region,Kerala,Idukki,2019,Q2,152921,299501811.97341865,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2019,Q3,1210326,2114421209.945346,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2019,Q3,181343,308649475.87950885,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2019,Q3,669092,1122314397.733013,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2019,Q3,171939,288808708.7904181,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2019,Q3,176001,316938080.32937783,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2019,Q3,412404,649647317.8447716,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2019,Q3,791143,1229904356.4614897,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2019,Q3,434861,713019785.4366323,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2019,Q3,913742,1653044268.9504738,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2019,Q3,468478,831397770.4387538,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2019,Q3,467512,801246829.2133518,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2019,Q3,455029,868646787.5281066,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2019,Q3,2730518,5157574846.841607,9.98408,76.2741457
Southern Region,Kerala,Idukki,2019,Q3,203708,374195886.67161965,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2019,Q4,1653618,2665386104.807865,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2019,Q4,241911,416731460.5097851,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2019,Q4,888327,1440292240.0345955,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2019,Q4,242926,415571876.488405,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2019,Q4,238665,420741703.5266599,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2019,Q4,581762,859960789.4064288,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2019,Q4,1048192,1646744139.547135,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2019,Q4,625681,942036912.2773268,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2019,Q4,1136317,2093913336.262066,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2019,Q4,607193,1069460193.0190685,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2019,Q4,616688,1017939385.5907226,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2019,Q4,621352,1132028895.1782436,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2019,Q4,3714876,6519567750.700622,9.98408,76.2741457
Southern Region,Kerala,Idukki,2019,Q4,281129,510951850.4557996,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2020,Q1,1957687,3050411160.545363,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2020,Q1,301169,507073803.3718973,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2020,Q1,1032834,1707013551.1569433,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2020,Q1,271212,438745625.6228532,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2020,Q1,289132,493187938.7452661,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2020,Q1,655979,939182379.108365,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2020,Q1,1568774,2563142658.862935,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2020,Q1,773621,1132631398.2083387,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2020,Q1,1370029,2546348594.755377,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2020,Q1,715756,1196433777.4224691,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2020,Q1,703334,1073577708.9427073,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2020,Q1,752571,1330711260.7580514,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2020,Q1,5025201,8938376106.912516,9.98408,76.2741457
Southern Region,Kerala,Idukki,2020,Q1,316223,534248866.5212162,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2020,Q2,1742767,2599631080.622644,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2020,Q2,446953,591069175.8807278,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2020,Q2,1257378,1803201659.9709346,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2020,Q2,341421,451078696.19252056,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2020,Q2,382374,519782233.3701738,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2020,Q2,755556,942056560.3210676,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2020,Q2,1566564,2243504596.608429,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2020,Q2,893973,1193885128.37001,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2020,Q2,1351787,2341058567.0443115,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2020,Q2,893115,1291966407.5463247,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2020,Q2,998243,1189750957.3159876,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2020,Q2,761782,1204970922.4053957,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2020,Q2,4530511,9056027224.418602,9.98408,76.2741457
Southern Region,Kerala,Idukki,2020,Q2,365543,466095268.53298694,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2020,Q3,2081035,3493171877.8317666,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2020,Q3,596614,1166012173.6974864,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2020,Q3,1898768,3664780939.093948,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2020,Q3,489737,845216797.9095387,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2020,Q3,513419,887306330.3024907,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2020,Q3,1034921,1556781058.1512263,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2020,Q3,2170142,3948266707.535822,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2020,Q3,1338722,2289595646.9909644,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2020,Q3,1849073,3785405397.493615,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2020,Q3,1116331,2004283358.564612,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2020,Q3,1278504,2162452906.343422,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2020,Q3,1001447,1888052939.6003127,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2020,Q3,5931363,11683184896.523336,9.98408,76.2741457
Southern Region,Kerala,Idukki,2020,Q3,458604,789639621.9157053,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2020,Q4,3376010,5574649734.488936,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2020,Q4,890448,1587677250.122615,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2020,Q4,2988328,5198015036.320328,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2020,Q4,749642,1316217608.809388,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2020,Q4,901483,1531199014.3045726,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2020,Q4,1562242,2495781952.453473,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2020,Q4,3436777,5728144598.801697,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2020,Q4,1917078,3346551214.3340144,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2020,Q4,2628494,5026840469.302741,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2020,Q4,1675633,3102276857.5431166,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2020,Q4,1966681,3368866047.27071,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2020,Q4,1486474,2688432124.592808,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2020,Q4,8950159,14375193240.807178,9.98408,76.2741457
Southern Region,Kerala,Idukki,2020,Q4,758738,1415411497.8597498,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2021,Q1,3878020,6358411606.613165,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2021,Q1,916836,1740402213.782773,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2021,Q1,4147591,6618671647.034931,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2021,Q1,860555,1542488748.5219617,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2021,Q1,991978,1807265259.0969577,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2021,Q1,1681817,2825682876.840207,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2021,Q1,4287518,6990433691.332143,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2021,Q1,2127176,3821625432.235867,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2021,Q1,3475629,6417811869.89982,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2021,Q1,1892633,3654239469.743036,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2021,Q1,2044936,3708267084.5413337,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2021,Q1,1808155,3236942550.743904,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2021,Q1,13390058,18947291978.111584,9.98408,76.2741457
Southern Region,Kerala,Idukki,2021,Q1,813440,1591435733.397046,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2021,Q2,4154572,6743334746.137385,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2021,Q2,1144742,2009156405.2288404,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2021,Q2,4693842,7117221910.053398,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2021,Q2,1063832,1781057248.381074,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2021,Q2,1156091,1909814954.3066154,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2021,Q2,1921008,3048000026.8000603,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2021,Q2,4726028,7499008472.489387,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2021,Q2,2534369,4330614971.237995,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2021,Q2,3881737,6752401585.982383,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2021,Q2,2232317,3954891660.837982,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2021,Q2,2477621,4226966852.6657553,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2021,Q2,2131122,3543155910.9216585,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2021,Q2,14177054,19704497753.319965,9.98408,76.2741457
Southern Region,Kerala,Idukki,2021,Q2,896698,1606683937.7940414,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2021,Q3,5427449,9208113081.714626,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2021,Q3,1491783,2655059896.771513,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2021,Q3,6691321,10228243297.037325,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2021,Q3,1284731,2343169622.665164,9.2780841,76.9737443
Southern Region,Kerala,Wayanad,2021,Q3,1598807,2703543869.06237,11.71512915,76.12711851
Southern Region,Kerala,Alappuzha,2021,Q3,2505822,4227398745.144793,9.5006651,76.41241429
Southern Region,Kerala,Kozhikode,2021,Q3,6483184,10352351671.467161,11.2450558,75.7754716
Southern Region,Kerala,Kollam,2021,Q3,3321904,6085539500.552663,8.8879509,76.5955013
Southern Region,Kerala,Thrissur,2021,Q3,5059971,9074305921.546797,10.5256264,76.2132542
Southern Region,Kerala,Palakkad,2021,Q3,2841134,5273353074.481866,10.78736915,76.47421719
Southern Region,Kerala,Kannur,2021,Q3,3200023,5705948607.452806,11.8763836,75.3737973
Southern Region,Kerala,Kottayam,2021,Q3,2719376,4787914328.519009,9.6287383,76.64553257
Southern Region,Kerala,Ernakulam,2021,Q3,19207421,26757448740.357033,9.98408,76.2741457
Southern Region,Kerala,Idukki,2021,Q3,1195340,2283771416.356572,9.8497872,76.9797914
Southern Region,Kerala,Thiruvananthapuram,2021,Q4,6802679,10882144450.411564,8.4882267,76.947551
Southern Region,Kerala,Kasaragod,2021,Q4,1952678,3359697890.1197686,12.5035577,74.9907022
Southern Region,Kerala,Malappuram,2021,Q4,8689226,12215744694.721281,11.10684475,76.1099551
Southern Region,Kerala,Pathanamthitta,2021,Q4,1682712,2933380203.6844797,9.2780841,76.9737443
